Timestamp,Node_ID,Source_ID,Demand_kWh,Supply_kWh,Cost_per_kWh,Line_Loss_%
4,N3,Solar,211.39,118.23,0.097,8.74
10,N7,Wind,124.15,130.88,0.07,3.02
12,N1,Hydro,80.82,307.42,0.05,4.87
22,N3,Hydro,297.38,373.73,0.078,3.14
9,N8,Hydro,145.53,321.89,0.043,2.03
10,N4,Hydro,217.61,356.73,0.056,5.92
11,N8,Hydro,153.86,109.6,0.053,3.42
21,N9,Hydro,74.61,482.69,0.064,7.83
19,N1,Hydro,128.84,257.26,0.049,2.78
5,N7,Solar,94.76,419.01,0.084,6.38
8,N9,Hydro,168.77,468.97,0.043,4.24
17,N3,Hydro,137.48,412.97,0.08,3.93
21,N8,Solar,268.58,432.25,0.061,5.19
11,N2,Wind,152.42,491.29,0.071,8.39
8,N1,Hydro,133.55,392.35,0.057,6.63
15,N1,Hydro,258.15,421.67,0.075,2.48
10,N4,Solar,223.01,155.99,0.071,6.39
16,N3,Solar,150.68,307.84,0.1,3.08
9,N7,Solar,218.86,258.4,0.057,3.27
5,N3,Hydro,287.32,451.84,0.076,9.93
7,N5,Wind,102.08,242.18,0.1,5.87
7,N3,Solar,154.6,243.12,0.08,6.6
22,N8,Wind,90.36,288.7,0.093,6.56
15,N6,Hydro,102.53,396.91,0.041,4.84
13,N5,Hydro,245.05,325.56,0.05,7.56
2,N5,Wind,191.85,418.5,0.104,6.88
22,N2,Wind,172.04,153.27,0.076,5.35
6,N3,Hydro,199.82,305.48,0.052,2.05
17,N1,Hydro,174.06,214.25,0.069,2.19
9,N3,Wind,196.21,476.59,0.07,5.77
21,N1,Solar,72.86,350.27,0.078,5.26
6,N1,Solar,180.34,458.63,0.06,2.18
1,N10,Hydro,265.42,330.85,0.076,6.78
11,N9,Hydro,252.54,271.87,0.07,9.3
17,N1,Solar,193.03,172.31,0.063,3.59
0,N8,Wind,111.71,222.57,0.093,6.7
10,N9,Wind,156.62,346.17,0.065,2.7
20,N3,Wind,92.96,307.23,0.073,4.27
8,N2,Wind,150.08,424.75,0.061,7.2
6,N4,Wind,217.22,419.46,0.116,2.16
1,N9,Wind,88.45,454.47,0.088,6.52
11,N7,Solar,215.76,371.63,0.097,9.98
12,N2,Hydro,230.04,214.89,0.075,2.39
4,N7,Hydro,107.77,458.95,0.05,3.77
4,N10,Wind,84.53,443.64,0.09,7.4
2,N3,Wind,109.77,403.22,0.106,4.5
22,N10,Hydro,152.67,183.88,0.079,7.16
21,N7,Solar,283.64,221.35,0.089,8.13
11,N9,Wind,222.91,486.26,0.084,3.05
19,N4,Solar,217.93,391.72,0.079,3.65
1,N2,Wind,176.11,224.88,0.086,7.16
12,N2,Wind,236.3,192.89,0.084,4.15
6,N2,Hydro,99.66,413.35,0.076,4.96
4,N8,Solar,237.82,458.8,0.092,3.46
20,N9,Hydro,289.07,250.67,0.054,2.5
11,N8,Hydro,171.54,143.61,0.05,4.54
0,N9,Wind,252.21,450.2,0.078,8.87
0,N2,Solar,264.31,405.86,0.057,7.52
7,N6,Solar,286.26,373.02,0.067,6.0
3,N8,Hydro,211.43,304.23,0.045,4.5
12,N10,Solar,250.6,444.57,0.057,9.62
9,N9,Solar,132.21,364.93,0.088,8.5
10,N2,Hydro,286.44,225.17,0.074,3.05
11,N5,Hydro,226.26,396.79,0.067,4.02
7,N10,Hydro,268.26,167.54,0.042,7.74
17,N8,Solar,168.87,439.64,0.069,3.35
22,N1,Solar,259.11,319.56,0.059,7.76
11,N10,Solar,177.78,341.73,0.073,8.63
11,N7,Hydro,257.39,383.76,0.044,8.71
10,N5,Hydro,217.75,378.81,0.055,9.03
6,N7,Hydro,231.34,145.04,0.056,9.09
14,N6,Solar,61.8,484.57,0.084,7.05
0,N4,Wind,117.64,199.52,0.117,4.39
10,N7,Hydro,243.88,257.25,0.046,2.09
1,N4,Solar,186.06,490.31,0.068,4.86
23,N3,Solar,136.02,308.22,0.072,9.04
9,N7,Hydro,176.38,303.1,0.046,9.86
2,N9,Hydro,112.49,129.35,0.067,6.76
17,N2,Solar,153.79,268.88,0.089,3.57
7,N1,Solar,255.06,359.5,0.071,5.66
9,N1,Wind,114.16,400.85,0.091,4.57
4,N1,Hydro,199.01,498.29,0.057,9.37
23,N6,Wind,136.25,121.89,0.072,5.35
16,N6,Wind,104.91,100.09,0.115,8.75
6,N5,Wind,235.57,167.13,0.067,2.54
7,N6,Wind,231.01,471.52,0.086,2.95
11,N1,Hydro,178.1,239.53,0.055,6.97
3,N8,Hydro,229.68,144.24,0.041,9.95
16,N8,Hydro,108.18,121.53,0.048,2.31
16,N2,Hydro,147.95,420.96,0.054,5.55
19,N8,Solar,218.9,303.56,0.093,8.93
22,N6,Wind,52.48,411.22,0.088,9.91
23,N8,Wind,170.81,494.76,0.105,3.99
22,N4,Wind,184.6,496.85,0.111,2.78
12,N7,Wind,226.59,238.23,0.06,5.23
15,N10,Hydro,108.69,427.55,0.053,8.62
17,N3,Wind,50.15,223.13,0.074,3.87
17,N3,Hydro,67.05,174.85,0.062,4.33
17,N6,Hydro,154.35,250.75,0.075,9.24
4,N6,Solar,173.24,232.06,0.055,9.63
23,N2,Wind,65.06,219.06,0.078,4.56
8,N10,Wind,91.07,413.26,0.067,7.08
5,N4,Solar,80.96,128.21,0.095,3.52
6,N1,Hydro,255.31,317.85,0.043,9.64
3,N6,Hydro,111.74,443.86,0.047,8.83
8,N10,Hydro,53.31,304.71,0.071,9.48
20,N6,Hydro,277.3,427.85,0.076,3.59
10,N7,Hydro,121.05,215.59,0.055,5.15
20,N5,Solar,186.14,163.95,0.085,3.34
15,N10,Solar,127.58,301.34,0.09,7.92
18,N4,Wind,211.38,162.31,0.093,2.7
4,N9,Wind,144.34,265.41,0.062,4.19
2,N4,Hydro,288.91,481.45,0.054,2.34
2,N10,Solar,94.77,256.89,0.097,3.13
0,N2,Hydro,240.88,143.47,0.079,5.05
20,N2,Hydro,243.81,237.04,0.065,3.54
11,N1,Solar,86.51,475.23,0.096,9.1
8,N7,Hydro,206.36,423.31,0.043,4.68
20,N8,Wind,128.43,354.26,0.081,3.19
16,N10,Solar,199.12,425.75,0.069,3.06
18,N6,Hydro,99.17,194.99,0.052,7.14
9,N9,Hydro,200.24,378.43,0.055,8.59
3,N7,Hydro,101.02,287.62,0.072,3.44
1,N8,Wind,77.47,453.47,0.081,7.47
11,N8,Solar,56.34,376.02,0.066,2.45
9,N6,Solar,202.45,196.32,0.069,2.64
15,N3,Solar,86.79,219.19,0.054,9.29
15,N1,Solar,51.51,293.54,0.056,4.46
17,N10,Solar,281.51,164.68,0.098,3.65
19,N8,Hydro,235.39,318.67,0.075,6.43
3,N3,Hydro,183.64,178.18,0.047,9.33
15,N6,Wind,131.96,248.83,0.106,4.71
23,N1,Hydro,288.02,395.17,0.064,9.05
12,N7,Solar,62.4,202.83,0.073,3.82
12,N8,Wind,235.98,467.68,0.085,4.74
22,N7,Solar,290.39,277.94,0.074,4.81
8,N2,Hydro,277.39,327.58,0.07,8.49
18,N6,Solar,135.46,273.48,0.092,4.91
0,N10,Wind,248.48,476.4,0.097,7.93
13,N10,Wind,251.27,438.02,0.084,2.41
5,N8,Solar,150.47,369.5,0.073,7.99
18,N1,Solar,139.25,353.9,0.059,7.99
18,N7,Solar,186.42,181.63,0.065,7.99
8,N9,Solar,170.65,186.41,0.098,7.72
16,N8,Hydro,289.28,270.84,0.059,9.18
1,N8,Hydro,181.26,382.91,0.05,5.57
15,N8,Wind,80.86,182.39,0.06,2.31
4,N9,Solar,294.32,196.94,0.083,8.71
16,N5,Solar,187.67,161.26,0.086,6.8
11,N1,Solar,232.81,407.9,0.099,6.59
22,N1,Wind,135.41,359.39,0.064,9.18
22,N9,Wind,79.85,231.14,0.109,6.78
5,N4,Solar,148.41,289.37,0.093,4.72
14,N6,Solar,267.41,135.25,0.089,8.78
23,N5,Wind,95.45,272.14,0.07,7.65
11,N7,Hydro,183.84,354.13,0.048,3.69
12,N1,Solar,60.37,228.83,0.078,8.86
16,N1,Solar,216.73,274.16,0.098,7.75
9,N1,Hydro,282.54,311.04,0.05,2.42
10,N3,Solar,231.52,148.52,0.065,6.26
18,N5,Wind,191.1,340.23,0.07,5.04
13,N1,Solar,204.3,487.93,0.086,9.38
5,N3,Solar,240.55,336.69,0.06,7.33
13,N10,Wind,205.84,340.99,0.089,6.23
18,N4,Wind,133.61,307.73,0.072,8.44
12,N10,Solar,96.44,133.99,0.072,7.27
10,N4,Wind,159.43,210.7,0.093,4.78
19,N5,Solar,283.22,469.06,0.075,4.62
7,N1,Solar,234.28,114.69,0.074,4.69
1,N6,Hydro,280.13,104.8,0.062,7.93
18,N3,Hydro,171.25,134.16,0.079,6.14
11,N6,Wind,203.55,194.64,0.089,5.43
4,N7,Hydro,68.72,142.46,0.073,3.92
16,N9,Hydro,98.74,301.96,0.071,2.5
5,N2,Wind,194.2,147.68,0.062,2.42
17,N7,Wind,258.54,147.19,0.063,5.5
14,N9,Solar,261.0,204.96,0.071,2.32
22,N6,Solar,162.27,331.05,0.079,4.66
22,N10,Hydro,128.88,142.65,0.055,2.8
15,N10,Hydro,241.65,486.51,0.079,8.92
9,N5,Hydro,200.2,380.35,0.051,7.05
2,N5,Wind,163.91,292.81,0.105,4.26
5,N3,Wind,129.51,469.86,0.063,5.89
7,N10,Wind,278.2,344.15,0.093,4.0
14,N10,Solar,135.82,440.82,0.078,6.12
21,N6,Solar,74.89,106.41,0.098,5.02
14,N2,Solar,200.8,131.89,0.084,9.46
6,N8,Wind,193.92,150.45,0.095,8.13
23,N5,Wind,151.6,451.94,0.099,9.19
13,N3,Solar,205.88,152.52,0.065,3.61
0,N3,Wind,277.21,404.16,0.101,4.41
14,N3,Wind,96.01,402.58,0.088,3.81
14,N7,Hydro,204.16,116.13,0.053,5.75
18,N5,Solar,86.99,493.86,0.06,3.04
1,N9,Hydro,100.88,407.62,0.057,6.52
9,N7,Wind,55.25,113.77,0.087,8.53
21,N2,Solar,271.31,134.68,0.077,9.31
13,N7,Solar,146.99,431.83,0.057,9.48
22,N8,Solar,237.86,476.53,0.084,4.91
15,N10,Solar,284.55,210.23,0.067,7.61
14,N5,Wind,241.33,471.76,0.072,8.38
9,N7,Hydro,234.64,125.52,0.055,4.26
10,N9,Wind,126.12,493.18,0.099,7.74
14,N3,Hydro,294.15,250.88,0.072,5.48
7,N1,Wind,267.38,172.26,0.117,3.75
17,N9,Solar,131.56,402.48,0.07,6.87
11,N9,Solar,161.14,396.95,0.061,2.47
14,N5,Hydro,124.98,289.72,0.047,4.84
13,N4,Wind,150.0,122.96,0.095,9.07
13,N5,Wind,87.94,339.12,0.1,5.35
22,N2,Solar,225.27,264.29,0.075,2.06
13,N3,Wind,222.93,364.54,0.062,4.95
13,N5,Solar,294.76,268.29,0.075,9.28
6,N9,Wind,229.32,332.83,0.108,8.91
14,N5,Hydro,164.22,290.04,0.055,9.73
13,N9,Wind,224.29,133.29,0.112,5.84
8,N6,Solar,67.19,319.89,0.071,9.02
15,N10,Wind,101.0,430.59,0.093,2.44
8,N5,Solar,292.96,305.05,0.065,5.76
22,N2,Solar,264.46,221.96,0.06,3.03
13,N6,Solar,124.46,412.02,0.074,3.82
0,N6,Wind,91.55,233.09,0.116,4.74
3,N7,Hydro,297.03,294.09,0.047,9.13
8,N2,Hydro,165.09,383.87,0.079,2.4
21,N7,Hydro,74.17,388.18,0.051,3.47
4,N1,Solar,59.84,108.74,0.089,3.08
22,N5,Hydro,166.93,342.36,0.057,2.22
18,N5,Solar,245.88,104.21,0.088,9.15
13,N6,Solar,158.21,314.22,0.074,5.11
1,N10,Solar,271.86,457.57,0.067,6.92
5,N9,Hydro,281.73,484.82,0.06,5.62
13,N2,Hydro,119.67,483.55,0.046,6.64
6,N9,Solar,120.64,211.6,0.07,9.99
11,N5,Wind,63.74,331.42,0.065,3.24
8,N9,Solar,159.89,304.18,0.063,4.53
5,N10,Solar,71.74,221.29,0.098,9.56
11,N8,Solar,133.72,328.34,0.095,2.05
12,N6,Wind,252.67,479.35,0.065,3.29
20,N6,Hydro,290.19,315.02,0.041,4.06
17,N5,Hydro,162.49,377.16,0.069,9.96
2,N4,Solar,121.88,315.29,0.077,5.25
21,N4,Wind,92.29,490.98,0.111,5.99
23,N3,Hydro,200.81,190.9,0.062,7.56
17,N6,Wind,178.79,496.11,0.097,4.97
13,N10,Solar,243.04,168.19,0.069,4.78
3,N9,Solar,157.95,412.71,0.074,8.35
21,N6,Wind,194.12,236.83,0.109,3.91
11,N6,Wind,106.1,301.8,0.076,2.07
13,N2,Hydro,212.07,304.44,0.058,9.74
21,N5,Solar,192.8,445.37,0.057,6.55
9,N3,Wind,266.99,333.24,0.103,4.98
6,N4,Solar,73.11,283.16,0.07,8.94
14,N3,Hydro,111.0,486.69,0.078,3.98
5,N5,Wind,137.01,458.22,0.118,5.55
1,N8,Solar,130.25,310.44,0.084,4.19
23,N9,Solar,234.12,120.66,0.052,5.09
1,N9,Hydro,138.37,226.25,0.06,4.57
5,N8,Solar,98.06,223.79,0.099,5.29
17,N5,Wind,161.18,330.62,0.119,3.93
1,N7,Wind,220.32,386.39,0.096,2.71
16,N5,Wind,219.22,125.64,0.096,7.92
13,N2,Solar,102.74,436.65,0.052,8.75
8,N9,Hydro,165.08,187.04,0.045,9.63
2,N10,Wind,68.17,179.64,0.081,6.96
0,N9,Solar,186.2,150.26,0.064,3.91
5,N5,Wind,103.39,264.46,0.102,3.74
11,N2,Wind,141.67,256.37,0.119,9.64
11,N7,Hydro,250.03,196.66,0.043,4.54
13,N3,Wind,116.7,302.37,0.107,8.87
8,N1,Hydro,261.22,243.87,0.067,4.5
20,N5,Hydro,65.23,380.63,0.04,5.27
0,N8,Wind,132.34,377.35,0.106,4.43
21,N4,Hydro,252.91,217.57,0.058,7.82
3,N5,Wind,223.23,494.95,0.074,7.3
15,N10,Hydro,202.42,466.04,0.046,8.01
12,N9,Solar,192.07,209.87,0.074,4.67
6,N6,Hydro,194.83,455.6,0.063,7.05
21,N7,Wind,179.69,120.47,0.074,5.94
13,N6,Hydro,127.56,172.71,0.06,4.58
17,N10,Hydro,114.53,285.59,0.045,9.42
23,N2,Hydro,266.93,383.05,0.044,8.21
15,N10,Hydro,251.99,407.11,0.045,7.15
9,N9,Solar,258.58,330.94,0.082,5.67
17,N4,Wind,182.18,113.75,0.098,2.65
9,N2,Wind,158.75,217.06,0.093,3.07
1,N2,Hydro,222.91,418.0,0.047,2.83
12,N6,Hydro,86.38,450.85,0.061,5.74
3,N6,Solar,76.68,359.82,0.093,8.63
0,N8,Wind,206.51,130.11,0.067,2.39
18,N8,Solar,114.37,154.26,0.063,5.08
12,N9,Solar,285.75,344.15,0.092,7.68
7,N9,Solar,78.13,394.37,0.064,7.11
7,N8,Wind,135.24,499.07,0.076,4.23
8,N7,Wind,282.67,109.86,0.102,7.8
3,N10,Hydro,259.09,489.78,0.079,2.52
8,N3,Wind,255.46,358.52,0.099,3.03
10,N2,Hydro,212.55,492.99,0.076,5.51
20,N8,Hydro,59.99,244.92,0.073,7.61
11,N7,Solar,164.84,122.04,0.071,5.75
16,N1,Wind,282.14,356.43,0.079,6.2
20,N9,Wind,66.51,489.03,0.082,5.82
17,N7,Solar,138.82,373.0,0.083,7.72
5,N1,Solar,117.04,226.27,0.056,7.24
19,N2,Solar,59.95,339.07,0.093,9.13
2,N8,Wind,162.26,283.72,0.065,7.37
3,N5,Hydro,255.31,197.86,0.057,8.71
6,N5,Hydro,269.28,197.27,0.062,3.54
17,N9,Solar,75.47,464.45,0.091,8.08
2,N7,Solar,62.19,437.49,0.072,4.74
3,N6,Solar,186.62,136.54,0.088,6.66
23,N4,Hydro,96.65,175.29,0.047,2.46
21,N9,Solar,196.95,436.14,0.051,2.39
19,N9,Hydro,193.19,427.8,0.053,4.8
14,N6,Hydro,199.09,209.69,0.041,7.88
18,N5,Wind,206.41,332.3,0.105,7.4
19,N7,Wind,101.47,240.99,0.068,3.04
23,N6,Hydro,219.05,443.44,0.079,7.03
5,N5,Hydro,96.03,142.26,0.073,6.63
23,N8,Solar,204.57,412.58,0.085,8.68
9,N1,Wind,64.05,399.01,0.111,4.29
2,N9,Wind,210.11,225.66,0.117,2.27
12,N8,Solar,194.95,166.6,0.086,3.41
13,N6,Wind,108.85,297.75,0.115,3.69
19,N8,Solar,86.06,403.59,0.075,9.29
11,N5,Wind,86.65,358.37,0.074,3.25
17,N1,Hydro,220.86,337.47,0.07,4.48
18,N6,Wind,161.99,262.19,0.119,4.34
2,N9,Solar,123.7,241.82,0.078,4.02
17,N3,Wind,278.82,206.27,0.114,2.83
17,N3,Hydro,214.14,462.79,0.047,9.75
0,N10,Wind,163.22,478.29,0.101,4.41
3,N5,Solar,97.08,221.49,0.055,3.15
1,N5,Wind,76.17,269.18,0.108,3.13
10,N1,Hydro,82.58,357.37,0.048,2.78
17,N6,Wind,91.71,469.49,0.109,4.83
2,N9,Wind,213.96,314.91,0.101,7.46
9,N3,Wind,207.18,206.44,0.062,5.64
15,N6,Solar,272.74,327.8,0.092,9.93
14,N4,Wind,90.9,376.71,0.1,9.84
20,N3,Hydro,296.4,374.67,0.05,8.39
4,N5,Hydro,76.76,412.28,0.076,5.06
21,N8,Hydro,207.66,272.06,0.058,4.48
2,N6,Wind,240.53,474.47,0.116,3.4
10,N8,Hydro,268.69,394.97,0.05,2.54
15,N3,Solar,117.0,464.88,0.082,7.77
23,N10,Wind,114.29,387.76,0.062,5.0
21,N8,Hydro,206.69,158.44,0.073,3.88
5,N8,Hydro,213.07,262.08,0.064,2.86
4,N7,Hydro,54.23,463.83,0.051,8.56
11,N6,Hydro,299.84,184.57,0.051,7.3
2,N3,Hydro,291.36,466.33,0.06,8.36
6,N2,Solar,83.94,490.98,0.098,3.31
20,N3,Solar,124.86,140.06,0.064,8.53
22,N4,Hydro,144.58,135.36,0.054,9.85
21,N9,Hydro,207.42,266.46,0.047,9.89
7,N9,Solar,255.21,212.59,0.054,2.45
23,N9,Solar,80.09,332.31,0.096,5.97
16,N6,Hydro,260.74,278.35,0.068,7.85
1,N10,Wind,93.49,244.49,0.098,2.57
21,N1,Wind,140.39,313.92,0.12,5.8
5,N9,Wind,254.01,272.83,0.108,6.76
11,N3,Hydro,271.65,264.38,0.064,7.04
6,N1,Wind,154.35,157.72,0.066,2.13
5,N6,Solar,268.38,194.59,0.061,7.89
1,N6,Hydro,130.0,302.42,0.047,9.68
23,N2,Solar,262.9,445.52,0.07,8.1
6,N4,Solar,85.97,103.45,0.051,6.69
15,N10,Hydro,163.85,307.21,0.04,5.38
18,N7,Hydro,229.52,277.08,0.069,3.86
11,N7,Solar,253.29,335.37,0.061,3.89
16,N4,Solar,207.01,431.98,0.071,4.07
14,N4,Hydro,266.75,367.71,0.058,5.9
11,N8,Solar,101.06,350.72,0.068,9.97
1,N2,Wind,170.05,294.35,0.094,9.33
14,N1,Wind,250.2,280.45,0.103,6.69
11,N7,Hydro,173.09,176.93,0.059,3.97
22,N3,Solar,278.71,234.16,0.098,6.26
23,N6,Solar,207.89,317.18,0.056,5.01
14,N9,Wind,74.79,349.18,0.087,8.22
17,N9,Solar,105.12,165.83,0.07,9.41
13,N4,Hydro,227.61,267.57,0.061,2.67
22,N4,Solar,296.14,366.56,0.064,6.69
22,N4,Hydro,77.37,486.33,0.047,7.18
17,N4,Hydro,111.36,387.02,0.071,7.39
20,N7,Solar,203.62,456.99,0.054,4.65
20,N6,Hydro,112.07,495.21,0.056,7.86
20,N5,Hydro,221.18,184.83,0.05,4.25
18,N7,Hydro,152.78,193.73,0.041,9.04
2,N10,Wind,291.4,236.63,0.08,2.06
22,N7,Wind,220.06,430.18,0.069,3.28
20,N5,Hydro,247.52,346.52,0.042,6.98
9,N4,Solar,127.23,247.49,0.088,8.49
8,N9,Solar,150.09,478.86,0.07,8.17
12,N8,Wind,170.97,459.01,0.114,2.7
21,N5,Hydro,284.12,430.21,0.072,3.61
23,N2,Hydro,251.28,440.05,0.052,9.62
17,N10,Solar,62.47,159.96,0.077,6.61
7,N2,Wind,211.29,106.79,0.118,2.36
8,N8,Hydro,85.77,105.61,0.063,9.46
12,N9,Solar,216.49,429.06,0.051,6.34
12,N6,Wind,164.89,299.59,0.064,7.48
14,N9,Hydro,175.81,406.06,0.059,3.2
23,N10,Wind,212.06,168.95,0.112,6.9
19,N9,Wind,89.3,484.94,0.091,2.58
14,N8,Hydro,206.71,201.28,0.072,8.54
8,N6,Wind,294.74,300.75,0.087,8.03
3,N7,Wind,83.12,318.77,0.093,2.72
16,N1,Hydro,154.5,441.31,0.074,2.79
17,N10,Solar,72.68,205.08,0.094,3.03
9,N2,Wind,230.0,140.47,0.097,4.85
23,N7,Solar,247.23,193.48,0.082,3.89
9,N9,Wind,228.42,449.47,0.068,8.93
21,N1,Hydro,198.39,150.84,0.057,3.29
15,N1,Wind,225.09,403.55,0.066,6.05
14,N7,Hydro,253.66,474.47,0.061,9.6
23,N6,Hydro,183.92,257.68,0.074,5.94
2,N6,Hydro,167.98,296.12,0.074,8.66
17,N9,Solar,150.88,233.32,0.075,6.58
11,N1,Hydro,109.58,417.58,0.059,4.67
7,N2,Solar,76.71,195.54,0.097,4.44
10,N1,Solar,92.21,284.27,0.065,2.28
8,N4,Solar,130.79,317.64,0.078,4.85
1,N9,Wind,161.83,486.21,0.083,4.07
3,N8,Solar,110.87,283.11,0.088,3.65
9,N1,Solar,227.32,108.46,0.071,8.21
21,N2,Solar,134.68,325.49,0.06,7.94
13,N8,Hydro,63.07,441.02,0.048,9.0
1,N5,Hydro,138.13,389.07,0.053,9.25
16,N1,Solar,81.66,171.41,0.075,2.66
7,N7,Wind,99.0,477.51,0.119,5.01
19,N10,Solar,280.82,317.93,0.063,7.62
23,N10,Solar,214.73,495.65,0.063,7.38
7,N3,Solar,63.01,145.46,0.05,10.0
8,N8,Hydro,250.57,414.69,0.06,4.4
2,N5,Solar,87.82,213.87,0.069,8.05
6,N10,Wind,184.92,130.99,0.061,2.82
6,N8,Solar,152.62,473.28,0.082,8.41
8,N6,Solar,166.59,244.67,0.055,9.01
16,N3,Hydro,245.79,167.25,0.06,5.9
2,N8,Hydro,206.27,478.47,0.063,6.32
6,N3,Hydro,62.58,125.16,0.047,2.26
11,N8,Wind,235.84,389.33,0.068,8.69
6,N6,Solar,88.7,220.47,0.062,4.98
4,N10,Solar,113.67,295.58,0.07,9.89
20,N3,Solar,63.98,156.87,0.053,7.01
4,N7,Hydro,63.63,434.58,0.06,6.22
13,N10,Wind,190.4,168.33,0.072,4.55
6,N1,Solar,198.37,184.05,0.056,9.76
12,N5,Hydro,55.5,421.08,0.072,4.38
9,N10,Hydro,83.91,158.25,0.068,7.14
18,N9,Hydro,245.69,474.99,0.068,3.25
21,N2,Solar,110.86,436.88,0.06,2.58
16,N8,Hydro,225.82,261.01,0.077,7.2
0,N6,Hydro,72.6,479.14,0.05,4.7
9,N9,Solar,150.57,120.49,0.075,2.99
17,N10,Wind,150.24,240.28,0.106,8.43
7,N4,Hydro,88.35,246.62,0.055,3.21
8,N8,Wind,249.61,382.89,0.071,4.93
8,N10,Wind,76.45,351.28,0.067,9.89
18,N10,Hydro,245.17,256.1,0.063,9.29
0,N3,Hydro,188.52,169.8,0.055,8.75
20,N4,Solar,211.05,360.29,0.093,9.15
23,N1,Hydro,279.95,137.94,0.062,7.92
5,N6,Hydro,239.23,342.69,0.047,8.38
3,N10,Wind,230.03,134.45,0.088,3.39
20,N6,Hydro,134.37,107.23,0.056,6.4
1,N6,Hydro,204.9,365.4,0.073,3.72
18,N2,Hydro,80.12,440.61,0.046,9.8
0,N1,Hydro,260.63,300.35,0.079,2.78
17,N9,Wind,125.77,355.29,0.081,9.43
18,N4,Solar,66.41,319.76,0.08,7.22
0,N8,Hydro,113.92,245.83,0.074,3.56
7,N3,Wind,256.72,325.06,0.106,7.71
23,N7,Hydro,101.88,327.53,0.075,5.46
4,N3,Wind,291.65,280.89,0.069,5.12
6,N8,Solar,287.93,227.89,0.093,9.05
6,N8,Hydro,137.55,133.3,0.069,4.49
1,N3,Hydro,245.73,277.06,0.059,8.22
7,N6,Solar,145.59,277.25,0.069,4.94
18,N9,Solar,181.49,423.52,0.068,6.19
1,N1,Wind,217.68,207.78,0.077,9.47
22,N2,Wind,230.88,330.87,0.099,2.23
21,N10,Solar,204.53,303.8,0.077,4.88
10,N10,Solar,70.37,177.34,0.098,5.27
8,N6,Hydro,166.67,121.08,0.042,7.74
18,N6,Hydro,184.52,303.48,0.05,7.96
9,N10,Wind,92.06,175.97,0.088,4.29
9,N7,Solar,111.87,358.1,0.083,8.6
19,N3,Wind,154.43,129.23,0.076,9.84
12,N5,Solar,199.06,383.89,0.05,6.15
22,N1,Hydro,59.38,327.69,0.077,9.75
3,N1,Solar,185.14,283.28,0.097,7.39
3,N9,Solar,66.22,286.29,0.062,5.76
23,N8,Hydro,163.87,332.86,0.054,3.31
5,N3,Solar,175.93,432.08,0.083,4.71
2,N6,Wind,283.88,464.88,0.073,2.32
19,N3,Solar,235.33,431.04,0.098,9.12
21,N2,Wind,200.13,312.02,0.062,3.97
23,N1,Hydro,164.9,351.4,0.062,7.94
14,N7,Solar,119.94,325.98,0.054,5.31
15,N9,Solar,237.54,377.36,0.1,4.22
13,N8,Wind,174.55,231.81,0.086,8.86
2,N7,Solar,221.05,452.98,0.06,8.99
21,N7,Wind,64.94,455.44,0.08,4.52
3,N5,Hydro,178.02,476.28,0.042,4.82
15,N7,Wind,264.14,258.42,0.072,5.4
9,N7,Solar,146.39,466.17,0.088,6.04
0,N4,Wind,297.09,286.11,0.063,4.1
11,N1,Solar,159.02,162.76,0.097,8.13
0,N6,Wind,117.07,336.32,0.103,9.53
17,N10,Solar,270.41,306.08,0.089,6.5
13,N1,Solar,188.18,145.9,0.056,6.24
4,N7,Hydro,117.22,108.41,0.069,2.26
18,N2,Solar,198.82,315.68,0.098,5.87
17,N4,Solar,65.9,320.68,0.092,9.97
23,N8,Solar,157.59,228.12,0.095,3.53
19,N10,Wind,203.86,262.29,0.062,4.78
10,N1,Solar,116.31,374.44,0.097,4.14
12,N8,Hydro,252.87,122.14,0.062,2.56
13,N3,Solar,283.51,406.54,0.083,8.59
10,N1,Hydro,211.88,487.58,0.069,9.4
23,N5,Hydro,179.28,146.83,0.061,3.01
1,N2,Wind,198.12,293.0,0.097,2.08
19,N9,Hydro,98.71,296.53,0.078,5.07
19,N5,Wind,156.09,385.88,0.096,4.39
13,N7,Solar,152.7,187.08,0.098,3.05
18,N2,Hydro,142.96,110.34,0.049,8.24
3,N6,Solar,100.29,132.03,0.074,2.08
13,N10,Solar,71.19,423.05,0.089,9.32
11,N2,Wind,263.63,373.27,0.063,8.26
22,N5,Wind,261.38,419.63,0.091,3.86
9,N6,Solar,261.33,390.87,0.099,3.25
4,N5,Wind,106.42,184.72,0.108,3.5
13,N2,Solar,66.66,499.42,0.051,8.68
23,N10,Wind,141.34,436.65,0.093,9.21
14,N2,Solar,281.55,103.64,0.054,4.0
12,N3,Hydro,217.33,455.31,0.058,6.86
8,N8,Hydro,97.12,421.99,0.079,4.15
3,N4,Wind,173.71,134.45,0.094,6.02
0,N10,Wind,86.11,276.83,0.08,6.17
15,N5,Hydro,196.41,103.4,0.07,7.7
9,N9,Wind,141.57,121.17,0.105,9.64
1,N4,Solar,110.04,229.41,0.059,6.62
23,N3,Hydro,88.71,242.48,0.068,6.48
15,N8,Solar,146.62,268.1,0.078,2.05
19,N8,Solar,69.63,452.5,0.054,7.65
4,N3,Hydro,280.01,208.27,0.055,6.55
5,N7,Wind,270.43,476.76,0.104,2.69
1,N8,Hydro,217.29,264.12,0.059,2.39
8,N5,Wind,97.77,416.21,0.087,4.41
